train_number,train_name,station_code,station_name,arrival_time,departure_time,distance_km,day_of_journey,runs_on_days
12623,Train,KPD,Katpadi Jn,21:13,21:15,130.0,1,MTWTFSS
12623,Train,SA,Salem Jn,23:52,23:55,334.0,1,MTWTFSS
12623,Train,ED,Erode Jn,00:50,00:55,396.0,1,MTWTFSS
12623,Train,CBE,Coimbatore Jn,02:27,02:30,497.0,1,MTWTFSS
12623,Train,PGT,Palakkad Jn,03:37,03:40,551.0,1,MTWTFSS
12623,Train,TCR,Thrisur,04:40,04:43,628.0,1,MTWTFSS
12623,Train,AFK,Angamali,05:26,05:27,674.0,1,MTWTFSS
12623,Train,AWY,Aluva,05:40,05:42,683.0,1,MTWTFSS
12623,Train,ERN,Ernakulam Town,06:25,06:30,700.0,1,MTWTFSS
12623,Train,TRTR,Triupunittura,06:49,06:50,712.0,1,MTWTFSS
12623,Train,KTYM,Kottayam,07:42,07:45,762.0,1,MTWTFSS
12623,Train,CGY,Changanaseri,08:02,08:03,780.0,1,MTWTFSS
12623,Train,TRVL,Tiruvalla,08:13,08:14,788.0,1,MTWTFSS
12623,Train,CNGR,Chengannur,08:24,08:26,797.0,1,MTWTFSS
12623,Train,MVLK,Mavelikara,08:38,08:39,809.0,1,MTWTFSS
12623,Train,KYJ,Kayankulam Jn,08:48,08:50,817.0,1,MTWTFSS
12623,Train,QLN,Kollam Jn,09:45,09:48,858.0,1,MTWTFSS
12623,Train,VAK,Varkalasivagiri,10:09,10:10,881.0,1,MTWTFSS
12623,Train,TVP,Trivandrum Pett,10:39,10:40,920.0,1,MTWTFSS
12623,Train,TVC,Trivandrum Cntl,11:20,--,922.0,1,MTWTFSS
12624,Train,TVC,Trivandrum Cntl,--,15:00,0.0,1,MTWTFSS
12624,Train,VAK,Varkalasivagiri,15:37,15:38,41.0,1,MTWTFSS
12624,Train,QLN,Kollam Jn,16:02,16:05,65.0,1,MTWTFSS
12624,Train,KYJ,Kayankulam Jn,16:36,16:38,106.0,1,MTWTFSS
12624,Train,MVLK,Mavelikara,16:47,16:48,114.0,1,MTWTFSS
12624,Train,CNGR,Chengannur,16:59,17:01,126.0,1,MTWTFSS
12624,Train,TRVL,Tiruvalla,17:10,17:11,135.0,1,MTWTFSS
12624,Train,CGY,Changanaseri,17:19,17:20,143.0,1,MTWTFSS
12624,Train,KTYM,Kottayam,17:47,17:50,161.0,1,MTWTFSS
12624,Train,TRTR,Triupunittura,18:44,18:45,211.0,1,MTWTFSS
12624,Train,ERN,Ernakulam Town,19:15,19:20,223.0,1,MTWTFSS
12624,Train,AWY,Aluva,19:40,19:42,240.0,1,MTWTFSS
12624,Train,AFK,Angamali,19:52,19:53,249.0,1,MTWTFSS
12624,Train,TCR,Thrisur,20:40,20:43,295.0,1,MTWTFSS
12624,Train,PGT,Palakkad Jn,22:17,22:20,372.0,1,MTWTFSS
12624,Train,CBE,Coimbatore Jn,23:42,23:45,426.0,1,MTWTFSS
12624,Train,ED,Erode Jn,01:25,01:30,527.0,1,MTWTFSS
12624,Train,SA,Salem Jn,02:32,02:35,589.0,1,MTWTFSS
12624,Train,KPD,Katpadi Jn,05:18,05:20,793.0,1,MTWTFSS
12624,Train,AVD,Avadi,06:33,06:35,901.0,1,MTWTFSS
12624,Train,PER,Perambur,07:03,07:05,917.0,1,MTWTFSS
12624,Train,MAS,Mgr Chennai Ctl,07:45,--,922.0,1,MTWTFSS
12625,Train,TVC,Trivandrum Cntl,--,12:15,0.0,1,MTWTFSS
12625,Train,VAK,Varkalasivagiri,12:51,12:52,41.0,1,MTWTFSS
12625,Train,QLN,Kollam Jn,13:15,13:18,65.0,1,MTWTFSS
12625,Train,KYJ,Kayankulam Jn,13:51,13:53,106.0,1,MTWTFSS
12625,Train,MVLK,Mavelikara,14:02,14:03,114.0,1,MTWTFSS
12625,Train,CNGR,Chengannur,14:15,14:17,126.0,1,MTWTFSS
12625,Train,TRVL,Tiruvalla,14:26,14:27,135.0,1,MTWTFSS
12625,Train,CGY,Changanaseri,14:35,14:36,143.0,1,MTWTFSS
12625,Train,KTYM,Kottayam,14:55,15:00,161.0,1,MTWTFSS
12625,Train,VARD,Vaikom,15:23,15:24,186.0,1,MTWTFSS
12625,Train,ERN,Ernakulam Town,16:05,16:10,223.0,1,MTWTFSS
12625,Train,AWY,Aluva,16:30,16:32,240.0,1,MTWTFSS
12625,Train,TCR,Thrisur,17:27,17:30,295.0,1,MTWTFSS
12625,Train,OTP,Ottappalam,18:44,18:45,340.0,1,MTWTFSS
12625,Train,PGT,Palakkad Jn,19:12,19:15,372.0,1,MTWTFSS
12625,Train,CBE,Coimbatore Jn,20:50,20:55,426.0,1,MTWTFSS
12625,Train,TUP,Tiruppur,21:40,21:45,476.0,1,MTWTFSS
12625,Train,ED,Erode Jn,22:30,22:40,527.0,1,MTWTFSS
12625,Train,SA,Salem Jn,23:30,23:35,589.0,1,MTWTFSS
12625,Train,JTJ,Jolarpettai,01:30,01:35,709.0,1,MTWTFSS
12625,Train,KPD,Katpadi Jn,02:50,02:55,793.0,1,MTWTFSS
12625,Train,CTO,Chittoor,03:28,03:30,826.0,1,MTWTFSS
12625,Train,TPTY,Tirupati,04:45,04:50,897.0,1,MTWTFSS
12625,Train,RU,Renigunta Jn,05:10,05:20,907.0,1,MTWTFSS
12625,Train,GDR,Gudur Jn,06:40,06:42,990.0,1,MTWTFSS
12625,Train,NLR,Nellore,07:13,07:15,1029.0,1,MTWTFSS
12625,Train,BZA,Vijayawada Jn,10:45,10:55,1283.0,1,MTWTFSS
12625,Train,WL,Warangal,13:40,13:45,1490.0,1,MTWTFSS
12625,Train,RDM,Ramagundam,15:14,15:15,1591.0,1,MTWTFSS
12625,Train,SKZR,Sirpur Kagazngr,17:14,17:15,1663.0,1,MTWTFSS
12625,Train,BPQ,Balharshah,18:10,18:15,1733.0,1,MTWTFSS
12625,Train,CD,Chandrapur,18:30,18:32,1747.0,1,MTWTFSS
12625,Train,SEGM,Sevagram,20:03,20:05,1868.0,1,MTWTFSS
12625,Train,NGP,Nagpur,21:10,21:15,1944.0,1,MTWTFSS
12625,Train,ET,Itarsi Jn,02:05,02:10,2241.0,1,MTWTFSS
12625,Train,BPL,Bhopal  Jn,03:45,03:55,2339.0,1,MTWTFSS
12625,Train,BINA,Bina Jn,05:40,05:45,2478.0,1,MTWTFSS
12625,Train,VGLJ,V Lakshmibai Jhansi Jhs,07:25,07:30,2630.0,1,MTWTFSS
12625,Train,GWL,Gwalior,08:40,08:42,2727.0,1,MTWTFSS
12625,Train,AGC,Agra Cantt,10:10,10:15,2846.0,1,MTWTFSS
12625,Train,MTJ,Mathura Jn,10:50,10:52,2900.0,1,MTWTFSS
12625,Train,FDB,Faridabad,12:30,12:32,3012.0,1,MTWTFSS
12625,Train,NZM,H Nizamuddin,12:50,12:52,3033.0,1,MTWTFSS
12625,Train,NDLS,New Delhi,13:30,--,3040.0,1,MTWTFSS
12626,Train,NDLS,New Delhi,--,20:10,0.0,1,MTWTFSS
12626,Train,MTJ,Mathura Jn,21:38,21:40,141.0,1,MTWTFSS
12626,Train,AGC,Agra Cantt,22:25,22:30,195.0,1,MTWTFSS
12626,Train,GWL,Gwalior,00:03,00:05,313.0,1,MTWTFSS
12626,Train,VGLJ,V Lakshmibai Jhansi Jhs,01:30,01:38,410.0,1,MTWTFSS
12626,Train,BINA,Bina Jn,03:35,03:40,563.0,1,MTWTFSS
12626,Train,BPL,Bhopal  Jn,05:20,05:25,701.0,1,MTWTFSS
12626,Train,ET,Itarsi Jn,07:05,07:15,793.0,1,MTWTFSS
12626,Train,NGP,Nagpur,11:45,11:50,1090.0,1,MTWTFSS
12626,Train,SEGM,Sevagram,12:43,12:45,1166.0,1,MTWTFSS
12626,Train,CD,Chandrapur,14:13,14:15,1287.0,1,MTWTFSS
12626,Train,BPQ,Balharshah,15:10,15:15,1301.0,1,MTWTFSS
12626,Train,SKZR,Sirpur Kagazngr,16:09,16:10,1371.0,1,MTWTFSS
12626,Train,RDM,Ramagundam,16:59,17:00,1443.0,1,MTWTFSS
12626,Train,WL,Warangal,18:28,18:30,1544.0,1,MTWTFSS
12626,Train,BZA,Vijayawada Jn,22:15,22:25,1751.0,1,MTWTFSS
12626,Train,NLR,Nellore,01:53,01:55,2005.0,1,MTWTFSS
12626,Train,GDR,Gudur Jn,02:33,02:35,2044.0,1,MTWTFSS
12626,Train,RU,Renigunta Jn,04:00,04:10,2127.0,1,MTWTFSS
12626,Train,TPTY,Tirupati,04:35,04:40,2137.0,1,MTWTFSS
12626,Train,CTO,Chittoor,05:53,05:55,2208.0,1,MTWTFSS
12626,Train,KPD,Katpadi Jn,06:45,06:50,2241.0,1,MTWTFSS
12626,Train,JTJ,Jolarpettai,08:05,08:10,2325.0,1,MTWTFSS
12626,Train,SA,Salem Jn,09:37,09:40,2445.0,1,MTWTFSS
12626,Train,ED,Erode Jn,10:45,10:55,2507.0,1,MTWTFSS
12626,Train,TUP,Tiruppur,11:38,11:40,2557.0,1,MTWTFSS
12626,Train,CBE,Coimbatore Jn,12:30,12:35,2608.0,1,MTWTFSS
12626,Train,PGT,Palakkad Jn,13:52,13:55,2662.0,1,MTWTFSS
12626,Train,OTP,Ottappalam,14:19,14:20,2694.0,1,MTWTFSS
12626,Train,TCR,Thrisur,15:21,15:23,2739.0,1,MTWTFSS
12626,Train,AWY,Aluva,16:08,16:10,2794.0,1,MTWTFSS
12626,Train,ERN,Ernakulam Town,16:30,16:35,2811.0,1,MTWTFSS
12626,Train,VARD,Vaikom,17:14,17:15,2848.0,1,MTWTFSS
12626,Train,KTYM,Kottayam,17:52,17:55,2873.0,1,MTWTFSS
12626,Train,CGY,Changanaseri,18:13,18:14,2891.0,1,MTWTFSS
12626,Train,TRVL,Tiruvalla,18:23,18:24,2899.0,1,MTWTFSS
12626,Train,CNGR,Chengannur,18:35,18:37,2908.0,1,MTWTFSS
12626,Train,MVLK,Mavelikara,18:49,18:50,2920.0,1,MTWTFSS
12626,Train,KYJ,Kayankulam Jn,19:18,19:20,2928.0,1,MTWTFSS
12626,Train,QLN,Kollam Jn,20:00,20:02,2969.0,1,MTWTFSS
12626,Train,VAK,Varkalasivagiri,20:22,20:23,2992.0,1,MTWTFSS
12626,Train,TVP,Trivandrum Pett,20:59,21:00,3031.0,1,MTWTFSS
12626,Train,TVC,Trivandrum Cntl,21:50,--,3033.0,1,MTWTFSS
12695,Train,MAS,Mgr Chennai Ctl,--,15:20,0.0,1,MTWTFSS
12695,Train,AJJ,Arakkonam Jn,16:18,16:20,69.0,1,MTWTFSS
12695,Train,KPD,Katpadi Jn,17:08,17:10,130.0,1,MTWTFSS
12695,Train,VN,Vaniyambadi,17:58,18:00,198.0,1,MTWTFSS
12695,Train,JTJ,Jolarpettai,18:20,18:25,214.0,1,MTWTFSS
12695,Train,MAP,Morappur,19:04,19:05,268.0,1,MTWTFSS
12695,Train,SA,Salem Jn,19:57,20:00,334.0,1,MTWTFSS
12695,Train,ED,Erode Jn,21:00,21:10,396.0,1,MTWTFSS
12695,Train,TUP,Tiruppur,21:53,21:55,446.0,1,MTWTFSS
12695,Train,CBE,Coimbatore Jn,23:12,23:15,497.0,1,MTWTFSS
12695,Train,PGT,Palakkad Jn,00:27,00:30,551.0,1,MTWTFSS
12695,Train,TCR,Thrisur,01:35,01:38,628.0,1,MTWTFSS
12695,Train,ERN,Ernakulam Town,02:45,02:50,700.0,1,MTWTFSS
12695,Train,KTYM,Kottayam,03:50,03:53,762.0,1,MTWTFSS
12695,Train,CGY,Changanaseri,04:11,04:12,780.0,1,MTWTFSS
12695,Train,TRVL,Tiruvalla,04:21,04:22,788.0,1,MTWTFSS
12695,Train,CNGR,Chengannur,04:32,04:34,797.0,1,MTWTFSS
12695,Train,MVLK,Mavelikara,04:46,04:47,809.0,1,MTWTFSS
12695,Train,KYJ,Kayankulam Jn,04:58,05:00,817.0,1,MTWTFSS
12695,Train,QLN,Kollam Jn,05:47,05:50,858.0,1,MTWTFSS
12695,Train,VAK,Varkalasivagiri,06:13,06:14,881.0,1,MTWTFSS
12695,Train,TVC,Trivandrum Cntl,07:45,--,922.0,1,MTWTFSS
12696,Train,TVC,Trivandrum Cntl,--,17:15,0.0,1,MTWTFSS
12696,Train,VAK,Varkalasivagiri,17:50,17:51,41.0,1,MTWTFSS
12696,Train,QLN,Kollam Jn,18:12,18:15,65.0,1,MTWTFSS
12696,Train,KYJ,Kayankulam Jn,18:54,18:56,106.0,1,MTWTFSS
12696,Train,MVLK,Mavelikara,19:05,19:06,114.0,1,MTWTFSS
12696,Train,CNGR,Chengannur,19:18,19:20,126.0,1,MTWTFSS
12696,Train,TRVL,Tiruvalla,19:29,19:30,135.0,1,MTWTFSS
12696,Train,CGY,Changanaseri,19:39,19:40,143.0,1,MTWTFSS
12696,Train,KTYM,Kottayam,20:00,20:05,161.0,1,MTWTFSS
12696,Train,ERN,Ernakulam Town,21:25,21:30,223.0,1,MTWTFSS
12696,Train,TCR,Thrisur,22:37,22:40,295.0,1,MTWTFSS
12696,Train,PGT,Palakkad Jn,00:37,00:40,372.0,1,MTWTFSS
12696,Train,CBE,Coimbatore Jn,01:57,02:00,426.0,1,MTWTFSS
12696,Train,TUP,Tiruppur,02:43,02:45,476.0,1,MTWTFSS
12696,Train,ED,Erode Jn,03:35,03:40,527.0,1,MTWTFSS
12696,Train,SA,Salem Jn,04:30,04:35,589.0,1,MTWTFSS
12696,Train,MAP,Morappur,05:29,05:30,655.0,1,MTWTFSS
12696,Train,JTJ,Jolarpettai,06:33,06:35,709.0,1,MTWTFSS
12696,Train,VN,Vaniyambadi,06:48,06:50,725.0,1,MTWTFSS
12696,Train,KPD,Katpadi Jn,07:40,07:45,793.0,1,MTWTFSS
12696,Train,AJJ,Arakkonam Jn,08:33,08:35,854.0,1,MTWTFSS
12696,Train,PER,Perambur,09:23,09:25,917.0,1,MTWTFSS
12696,Train,MAS,Mgr Chennai Ctl,10:00,--,922.0,1,MTWTFSS
16301,Train,SRR,Shoranur Jn,--,14:35,0.0,1,MTWTFSS
16301,Train,WKI,Wadakancheri,14:55,14:56,17.0,1,MTWTFSS
16301,Train,TCR,Thrisur,15:11,15:16,33.0,1,MTWTFSS
16301,Train,IJK,Irinjalakuda,15:34,15:35,57.0,1,MTWTFSS
16301,Train,CKI,Chalakudi,15:41,15:42,63.0,1,MTWTFSS
16301,Train,AFK,Angamali,16:00,16:01,79.0,1,MTWTFSS
16301,Train,AWY,Aluva,16:18,16:20,88.0,1,MTWTFSS
16301,Train,ERN,Ernakulam Town,17:15,17:20,105.0,1,MTWTFSS
16301,Train,TRTR,Triupunittura,17:37,17:38,117.0,1,MTWTFSS
16301,Train,PVRD,Piravam Road,17:56,17:57,136.0,1,MTWTFSS
16301,Train,ETM,Ettumanur,18:16,18:17,157.0,1,MTWTFSS
16301,Train,KTYM,Kottayam,18:27,18:30,167.0,1,MTWTFSS
16301,Train,CGY,Changanaseri,18:46,18:47,185.0,1,MTWTFSS
16301,Train,TRVL,Tiruvalla,18:55,18:56,193.0,1,MTWTFSS
16301,Train,CNGR,Chengannur,19:05,19:07,202.0,1,MTWTFSS
16301,Train,CYN,Cheriyanad,19:12,19:13,208.0,1,MTWTFSS
16301,Train,MVLK,Mavelikara,19:18,19:19,214.0,1,MTWTFSS
16301,Train,KYJ,Kayankulam Jn,19:28,19:30,222.0,1,MTWTFSS
16301,Train,KPY,Karunagapalli,19:45,19:46,236.0,1,MTWTFSS
16301,Train,STKT,Sasthankotta,19:55,19:56,243.0,1,MTWTFSS
16301,Train,QLN,Kollam Jn,20:15,20:18,263.0,1,MTWTFSS
16301,Train,MYY,Mayyanad,20:25,20:26,272.0,1,MTWTFSS
16301,Train,PVU,Paravur,20:31,20:32,275.0,1,MTWTFSS
16301,Train,VAK,Varkalasivagiri,20:42,20:43,286.0,1,MTWTFSS
16301,Train,KVU,Kadakavur,20:53,20:54,296.0,1,MTWTFSS
16301,Train,CRY,Chirayinkeezh,21:00,21:01,299.0,1,MTWTFSS
16301,Train,TVP,Trivandrum Pett,21:24,21:25,325.0,1,MTWTFSS
16301,Train,TVC,Trivandrum Cntl,22:00,--,327.0,1,MTWTFSS
16302,Train,TVC,Trivandrum Cntl,--,05:20,0.0,1,MTWTFSS
16302,Train,TVP,Trivandrum Pett,05:25,05:26,3.0,1,MTWTFSS
16302,Train,CRY,Chirayinkeezh,05:45,05:46,29.0,1,MTWTFSS
16302,Train,KVU,Kadakavur,05:50,05:51,32.0,1,MTWTFSS
16302,Train,VAK,Varkalasivagiri,06:03,06:04,41.0,1,MTWTFSS
16302,Train,PVU,Paravur,06:14,06:15,53.0,1,MTWTFSS
16302,Train,MYY,Mayyanad,06:18,06:19,56.0,1,MTWTFSS
16302,Train,QLN,Kollam Jn,06:31,06:33,65.0,1,MTWTFSS
16302,Train,STKT,Sasthankotta,06:50,06:51,85.0,1,MTWTFSS
16302,Train,KPY,Karunagapalli,07:00,07:01,92.0,1,MTWTFSS
16302,Train,KYJ,Kayankulam Jn,07:15,07:17,106.0,1,MTWTFSS
16302,Train,MVLK,Mavelikara,07:26,07:27,114.0,1,MTWTFSS
16302,Train,CYN,Cheriyanad,07:31,07:32,120.0,1,MTWTFSS
16302,Train,CNGR,Chengannur,07:39,07:41,126.0,1,MTWTFSS
16302,Train,TRVL,Tiruvalla,07:50,07:51,135.0,1,MTWTFSS
16302,Train,CGY,Changanaseri,07:59,08:00,143.0,1,MTWTFSS
16302,Train,KTYM,Kottayam,08:17,08:20,161.0,1,MTWTFSS
16302,Train,ETM,Ettumanur,08:30,08:31,171.0,1,MTWTFSS
16302,Train,PVRD,Piravam Road,08:52,08:53,192.0,1,MTWTFSS
16302,Train,TRTR,Triupunittura,09:12,09:13,211.0,1,MTWTFSS
16302,Train,ERN,Ernakulam Town,09:40,09:45,223.0,1,MTWTFSS
16302,Train,AWY,Aluva,10:03,10:05,240.0,1,MTWTFSS
16302,Train,AFK,Angamali,10:15,10:16,249.0,1,MTWTFSS
16302,Train,CKI,Chalakudi,10:30,10:31,264.0,1,MTWTFSS
16302,Train,IJK,Irinjalakuda,10:40,10:41,271.0,1,MTWTFSS
16302,Train,TCR,Thrisur,11:04,11:07,295.0,1,MTWTFSS
16302,Train,WKI,Wadakancheri,11:27,11:28,311.0,1,MTWTFSS
16302,Train,SRR,Shoranur Jn,12:35,--,327.0,1,MTWTFSS
16303,Train,ERS,Ernakulam Jn,--,05:10,0.0,1,MTWTFSS
16303,Train,TRTR,Triupunittura,05:26,05:27,10.0,1,MTWTFSS
16303,Train,MNTT,MULANTURUTTI,05:37,05:38,18.0,1,MTWTFSS
16303,Train,PVRD,Piravam Road,05:50,05:51,29.0,1,MTWTFSS
16303,Train,KTYM,Kottayam,06:20,06:23,60.0,1,MTWTFSS
16303,Train,CGY,Changanaseri,06:41,06:42,78.0,1,MTWTFSS
16303,Train,TRVL,Tiruvalla,06:51,06:52,86.0,1,MTWTFSS
16303,Train,CNGR,Chengannur,07:01,07:03,95.0,1,MTWTFSS
16303,Train,MVLK,Mavelikara,07:14,07:15,107.0,1,MTWTFSS
16303,Train,KYJ,Kayankulam Jn,07:23,07:25,115.0,1,MTWTFSS
16303,Train,KPY,Karunagapalli,07:40,07:41,129.0,1,MTWTFSS
16303,Train,STKT,Sasthankotta,07:50,07:51,136.0,1,MTWTFSS
16303,Train,QLN,Kollam Jn,08:15,08:18,156.0,1,MTWTFSS
16303,Train,PVU,Paravur,08:31,08:32,168.0,1,MTWTFSS
16303,Train,VAK,Varkalasivagiri,08:45,08:46,179.0,1,MTWTFSS
16303,Train,KVU,Kadakavur,08:56,08:57,189.0,1,MTWTFSS
16303,Train,CRY,Chirayinkeezh,09:01,09:02,192.0,1,MTWTFSS
16303,Train,KZK,Kazhakuttam,09:17,09:18,207.0,1,MTWTFSS
16303,Train,TVP,Trivandrum Pett,09:30,09:31,218.0,1,MTWTFSS
16303,Train,TVC,Trivandrum Cntl,10:00,--,220.0,1,MTWTFSS
16304,Train,TVC,Trivandrum Cntl,--,17:45,0.0,1,MTWTFSS
16304,Train,TVP,Trivandrum Pett,17:50,17:51,3.0,1,MTWTFSS
16304,Train,KZK,Kazhakuttam,17:59,18:00,14.0,1,MTWTFSS
16304,Train,CRY,Chirayinkeezh,18:11,18:12,29.0,1,MTWTFSS
16304,Train,KVU,Kadakavur,18:17,18:18,32.0,1,MTWTFSS
16304,Train,VAK,Varkalasivagiri,18:30,18:31,41.0,1,MTWTFSS
16304,Train,PVU,Paravur,18:42,18:43,53.0,1,MTWTFSS
16304,Train,QLN,Kollam Jn,18:58,19:00,65.0,1,MTWTFSS
16304,Train,STKT,Sasthankotta,19:19,19:20,85.0,1,MTWTFSS
16304,Train,KPY,Karunagapalli,19:29,19:30,92.0,1,MTWTFSS
16304,Train,KYJ,Kayankulam Jn,19:53,19:55,106.0,1,MTWTFSS
16304,Train,MVLK,Mavelikara,20:04,20:05,114.0,1,MTWTFSS
16304,Train,CNGR,Chengannur,20:17,20:18,126.0,1,MTWTFSS
16304,Train,TRVL,Tiruvalla,20:27,20:28,135.0,1,MTWTFSS
16304,Train,CGY,Changanaseri,20:36,20:37,143.0,1,MTWTFSS
16304,Train,KTYM,Kottayam,21:07,21:09,161.0,1,MTWTFSS
16304,Train,PVRD,Piravam Road,21:38,21:39,192.0,1,MTWTFSS
16304,Train,MNTT,MULANTURUTTI,21:52,21:53,203.0,1,MTWTFSS
16304,Train,TRTR,Triupunittura,22:09,22:10,211.0,1,MTWTFSS
16304,Train,ERS,Ernakulam Jn,22:55,--,220.0,1,MTWTFSS
16305,Train,ERS,Ernakulam Jn,--,06:00,0.0,1,MTWTFSS
16305,Train,AWY,Aluva,06:20,06:22,20.0,1,MTWTFSS
16305,Train,AFK,Angamali,06:31,06:32,29.0,1,MTWTFSS
16305,Train,CKI,Chalakudi,06:44,06:45,44.0,1,MTWTFSS
16305,Train,IJK,Irinjalakuda,06:52,06:53,51.0,1,MTWTFSS
16305,Train,TCR,Thrisur,07:14,07:16,75.0,1,MTWTFSS
16305,Train,SRR,Shoranur Jn,08:07,08:10,107.0,1,MTWTFSS
16305,Train,PTB,Pattambi,08:24,08:25,119.0,1,MTWTFSS
16305,Train,KTU,Kuttippuram,08:39,08:40,137.0,1,MTWTFSS
16305,Train,TIR,Tirur,08:54,08:55,152.0,1,MTWTFSS
16305,Train,TA,Tanur,09:02,09:03,160.0,1,MTWTFSS
16305,Train,PGI,Parpanangadi,09:10,09:11,168.0,1,MTWTFSS
16305,Train,CLT,Kozhikkode,09:47,09:50,193.0,1,MTWTFSS
16305,Train,BDJ,Vadakara,10:29,10:30,240.0,1,MTWTFSS
16305,Train,MAHE,Mahe,10:44,10:45,252.0,1,MTWTFSS
16305,Train,TLY,Thalassery,10:54,10:55,262.0,1,MTWTFSS
16305,Train,CAN,Kannur,11:50,--,283.0,1,MTWTFSS
16306,Train,CAN,Kannur,--,14:50,0.0,1,MTWTFSS
16306,Train,TLY,Thalassery,15:08,15:09,21.0,1,MTWTFSS
16306,Train,MAHE,Mahe,15:17,15:18,31.0,1,MTWTFSS
16306,Train,BDJ,Vadakara,15:29,15:30,43.0,1,MTWTFSS
16306,Train,CLT,Kozhikkode,16:07,16:10,90.0,1,MTWTFSS
16306,Train,PGI,Parpanangadi,16:34,16:35,115.0,1,MTWTFSS
16306,Train,TA,Tanur,16:42,16:43,123.0,1,MTWTFSS
16306,Train,TIR,Tirur,16:50,16:51,131.0,1,MTWTFSS
16306,Train,KTU,Kuttippuram,17:05,17:06,146.0,1,MTWTFSS
16306,Train,PTB,Pattambi,17:22,17:23,164.0,1,MTWTFSS
16306,Train,SRR,Shoranur Jn,17:50,17:55,176.0,1,MTWTFSS
16306,Train,TCR,Thrisur,18:33,18:35,208.0,1,MTWTFSS
16306,Train,IJK,Irinjalakuda,18:58,18:59,232.0,1,MTWTFSS
16306,Train,CKI,Chalakudi,19:06,19:07,239.0,1,MTWTFSS
16306,Train,AFK,Angamali,19:22,19:23,254.0,1,MTWTFSS
16306,Train,AWY,Aluva,19:33,19:35,263.0,1,MTWTFSS
16306,Train,ERN,Ernakulam Town,19:58,20:00,280.0,1,MTWTFSS
16306,Train,ERS,Ernakulam Jn,20:50,--,283.0,1,MTWTFSS
16307,Train,ALLP,Alleppey,--,15:50,0.0,1,MTWTFSS
16307,Train,SRTL,Cherthala,16:09,16:10,24.0,1,MTWTFSS
16307,Train,TUVR,Turavur,16:19,16:20,34.0,1,MTWTFSS
16307,Train,ERS,Ernakulam Jn,17:08,17:13,57.0,1,MTWTFSS
16307,Train,ERN,Ernakulam Town,17:23,17:25,60.0,1,MTWTFSS
16307,Train,AWY,Aluva,17:50,17:52,77.0,1,MTWTFSS
16307,Train,AFK,Angamali,18:02,18:03,86.0,1,MTWTFSS
16307,Train,CKI,Chalakudi,18:17,18:18,101.0,1,MTWTFSS
16307,Train,IJK,Irinjalakuda,18:27,18:28,107.0,1,MTWTFSS
16307,Train,PUK,Pudukad,18:39,18:40,118.0,1,MTWTFSS
16307,Train,TCR,Thrisur,18:56,18:58,131.0,1,MTWTFSS
16307,Train,WKI,Wadakancheri,19:17,19:18,148.0,1,MTWTFSS
16307,Train,SRR,Shoranur Jn,19:55,20:00,164.0,1,MTWTFSS
16307,Train,PTB,Pattambi,20:14,20:15,175.0,1,MTWTFSS
16307,Train,KTU,Kuttippuram,20:29,20:30,194.0,1,MTWTFSS
16307,Train,TUA,Tirunnavaya,20:37,20:38,200.0,1,MTWTFSS
16307,Train,TIR,Tirur,20:59,21:00,209.0,1,MTWTFSS
16307,Train,TA,Tanur,21:10,21:11,217.0,1,MTWTFSS
16307,Train,PGI,Parpanangadi,21:19,21:20,225.0,1,MTWTFSS
16307,Train,FK,Ferok,21:33,21:34,240.0,1,MTWTFSS
16307,Train,CLT,Kozhikkode,22:22,22:25,250.0,1,MTWTFSS
16307,Train,QLD,Quilandi,22:44,22:45,274.0,1,MTWTFSS
16307,Train,PYOL,PAYYOLI,22:54,22:55,287.0,1,MTWTFSS
16307,Train,BDJ,Vadakara,23:02,23:03,296.0,1,MTWTFSS
16307,Train,MAHE,Mahe,23:14,23:15,309.0,1,MTWTFSS
16307,Train,TLY,Thalassery,23:27,23:28,318.0,1,MTWTFSS
16307,Train,CAN,Kannur,00:30,--,339.0,1,MTWTFSS
16308,Train,CAN,Kannur,--,05:10,0.0,1,MTWTFSS
16308,Train,TLY,Thalassery,05:29,05:30,21.0,1,MTWTFSS
16308,Train,MAHE,Mahe,05:38,05:39,31.0,1,MTWTFSS
16308,Train,BDJ,Vadakara,05:49,05:50,43.0,1,MTWTFSS
16308,Train,PYOL,PAYYOLI,05:56,05:57,53.0,1,MTWTFSS
16308,Train,QLD,Quilandi,06:09,06:10,65.0,1,MTWTFSS
16308,Train,CLT,Kozhikkode,06:37,06:40,90.0,1,MTWTFSS
16308,Train,FK,Ferok,06:54,06:55,99.0,1,MTWTFSS
16308,Train,VLI,Vallikunnu,07:02,07:03,110.0,1,MTWTFSS
16308,Train,PGI,Parpanangadi,07:14,07:15,115.0,1,MTWTFSS
16308,Train,TA,Tanur,07:22,07:23,123.0,1,MTWTFSS
16308,Train,TIR,Tirur,07:33,07:35,131.0,1,MTWTFSS
16308,Train,TUA,Tirunnavaya,07:44,07:45,139.0,1,MTWTFSS
16308,Train,KTU,Kuttippuram,07:54,07:55,146.0,1,MTWTFSS
16308,Train,PTB,Pattambi,08:09,08:10,164.0,1,MTWTFSS
16308,Train,SRR,Shoranur Jn,08:50,08:55,176.0,1,MTWTFSS
16308,Train,WKI,Wadakancheri,09:11,09:12,192.0,1,MTWTFSS
16308,Train,TCR,Thrisur,09:30,09:33,208.0,1,MTWTFSS
